doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1002/cpe.5269,Time-critical data management in clouds: Challenges and a Dynamic Real-Time Infrastructure Planner (DRIP) solution,Concurrency and Computation: Practice and Experience,2020,Conference Paper,"The increasing volume of data being produced, curated, and made available by research infrastructures in the environmental science domain require services that are able to optimize the delivery and staging of data for researchers and other users of scientific data. Specialized data services for managing data life cycle, for creating and delivering data products, and for customized data processing and analysis all play a crucial role in how these research infrastructures serve their communities, and many of these activities are time-critical—needing to be carried out frequently within specific time windows. We describe our experiences identifying the time-critical requirements of environmental scientists making use of computational research support environments. We present a microservice-based infrastructure optimization suite, the Dynamic Real-Time Infrastructure Planner, used for constructing virtual infrastructures for research applications on demand. We provide a case study whereby our suite is used to optimize runtime service quality for a data subscription service provided by the Euro-Argo using EGI Federated Cloud and EUDAT's B2SAFE services, and to consider how such a case study relates to other application scenarios. © 2019 The Authors Concurrency and Computation: Practice and Experience Published by John Wiley & Sons Ltd.","Dynamic Real-Time Infrastructure Planner, e-infrastructures, research infrastructures, time-critical services, virtual research environments",0,0,1,1
10.1002/cpe.6087,Realizing virtual research environments for the agri-food community: The AGINFRA PLUS experience,Concurrency and Computation: Practice and Experience,2021,Article,"The enhancements in IT solutions and the open science movement are injecting changes in the practices dealing with data collection, collation, processing, analytics, and publishing in all the domains, including agri-food. However, in implementing these changes one of the major issues faced by the agri-food researchers is the fragmentation of the “assets” to be exploited when performing research tasks, for example, data of interest are heterogeneous and scattered across several repositories, the tools modelers rely on are diverse and often make use of limited computing capacity, the publishing practices are various and rarely aim at making available the “whole story” including datasets, processes, and results. This paper presents the AGINFRA PLUS endeavor to overcome these limitations by providing researchers in three designated communities with Virtual Research Environments facilitating the use of the “assets” of interest and promote collaboration. © 2020 John Wiley & Sons Ltd","agroclimatic modeling, food safety risks assessment, food security, virtual research environments",0,0,1,1
10.1002/cpe.6099,Measuring success for a future vision: Defining impact in science gateways/virtual research environments,Concurrency and Computation: Practice and Experience,2021,Article,"Scholars worldwide leverage science gateways/virtual research environments (VREs) for a wide variety of research and education endeavors spanning diverse scientific fields. Evaluating the value of a given science gateway/VRE to its constituent community is critical in obtaining the financial and human resources necessary to sustain operations and increase adoption in the user community. In this article, we feature a variety of exemplar science gateways/VREs and detail how they define impact in terms of, for example, their purpose, operation principles, and size of user base. Further, the exemplars recognize that their science gateways/VREs will continuously evolve with technological advancements and standards in cloud computing platforms, web service architectures, data management tools and cybersecurity. Correspondingly, we present a number of technology advances that could be incorporated in next-generation science gateways/VREs to enhance their scope and scale of their operations for greater success/impact. The exemplars are selected from owners of science gateways in the Science Gateways Community Institute (SGCI) clientele in the United States, and from the owners of VREs in the International Virtual Research Environment Interest Group (VRE-IG) of the Research Data Alliance. Thus, community-driven best practices and technology advances are compiled from diverse expert groups with an international perspective to envisage futuristic science gateway/VRE innovations. © 2020 John Wiley & Sons, Ltd.","futuristic vision, measuring impact, science gateways, success metrics, virtual research environments",1,0,1,2
10.1002/hbe2.223,SCD-MVA: A mobile application for conducting single-case experimental design research during the pandemic,Human Behavior and Emerging Technologies,2021,Article,"The COVID-19 outbreak emphasizes the need for alternative methods for data gathering and collaboration among researchers in a virtual research environment. One experimental design that is well suited in a social distancing research context is the single-case experimental design (SCD). SCDs can handle disruptions as (a) they do not require large groups gathering for data collection or intervention administration, (b) interventions are administered individually and in some cases remotely, (c) no comparison group is needed, and (d) they are adaptive and flexible designs. The purpose of this article is to introduce the mobile application, SCD-MVA (2019), developed to assists in the design of an SCD, data gathering, data analysis, and remote collaboration. The application allows data management and data sharing among researchers, provides an in real time visualization of the gathered data, stimulates interaction between researchers in terms of designing the SCD, gathering the data, and analyzing the gathered data, and does all these things with no need for in-person meetings of the research team. © 2020 Wiley Periodicals LLC.","masked visual analysis, multiple baseline design, single-case experimental design, “SCD-MVA” mobile application",0,0,1,1
10.1002/pra2.2018.14505501126,"Digital humanities, libraries, and crowdsourcing: Foundations of digital textual technologies",Association for Information Science and Technology,2018,Article,"The Greek Key is a prototype Virtual Research Environment (VRE) for the analysis of patterns in ancient texts and manuscripts. A Powerpoint presentation demonstrates how the VRE functions through a comparative case study of the organization of information in Plato and Aristotle. The interdisciplinary method combines historical, philological, and philosophical techniques with approaches from the digital humanities. The Greek Key is a collaborative, scalable, multidisciplinary project that has the potential to engage librarians in participatory strategies such as crowdsourcing (or “Citizen Science”). The Greek Key tools for visualizing textual data have the potential to: reveal previously undetected patterns in books and collections; make connections among different works; help users bring new information to bear on interpretation; demonstrate the significance of findings; and generate fresh insights about works of literature that have had a central and enduring influence on both our scholarly traditions and the history of libraries and librarianship. The VRE will make it possible for academic researchers and librarians to pursue perennial questions in innovative ways, and respond to questions that do not lend themselves to more traditional methods. Copyright © 2018 by Association for Information Science and Technology","Aristotle, citizen science, crowdsourcing, digital humanities, historical and philosophical foundations of library and information science, Plato, text analysis, virtual research environments",0,0,1,1
10.1007/978-3-030-06016-9_6,Towards research infrastructures that curate scientific information: A use case in life sciences,Lecture Notes in Computer Science ,2019,Conference Paper,"Scientific information communicated in scholarly literature remains largely inaccessible to machines. The global scientific knowledge base is little more than a collection of (digital) documents. The main reason is in the fact that the document is the principal form of communication and—since underlying data, software and other materials mostly remain unpublished—the fact that the scholarly article is, essentially, the only form used to communicate scientific information. Based on a use case in life sciences, we argue that virtual research environments and semantic technologies are transforming the capability of research infrastructures to systematically acquire and curate machine readable scientific information communicated in scholarly literature. © Springer Nature Switzerland AG 2019.","Knowledge infrastructures, Knowledge representation, research infrastructures, Scholarly communication, Scientific information, virtual research environments",0,0,1,1
10.1007/978-3-030-39815-6_11,Using Virtual Research Environments in Agro-Environmental Research,International Symposium on Environmental Software Systems,2020,Conference Paper,"Tackling some of the grand global challenges, agro-environmental research has turned more and more into an international venture, where distributed research teams work together to solve complex research questions. Moreover, the interdisciplinary character of these challenges requires that a large diversity of different data sources and information is combined in new, innovative ways. There is a pressing need to support researchers with environments that allow them to efficiently work together and co-develop research. As research is often data-intensive, and big data becomes a common part of a lot of research, such environments should also offer the resources, tools and workflows that allow to process data at scale if needed. Virtual research environments (VRE), which combine working in the Cloud, with collaborative functions and state of the art data science tools, can be a potential solution. In the H2020 AGINFRA+ project, the usability of the VREs has been explored for use cases around agro-climatic modelling. The implemented pilot application for crop growth modelling has successfully shown that VREs can support distributed research teams in co-development, helps them to adopt open science and that the VRE’s cloud computing facilities allow large scale modelling applications. © 2020, IFIP International Federation for Information Processing.","agroclimatic modeling, big data, Crop growth modelling, data science, virtual research environments",0,0,1,1
10.1007/978-3-030-39815-6_8,AGINFRA PLUS: Running Crop Simulations on the D4Science Distributed e-Infrastructure,International Symposium on Environmental Software Systems,2020,Conference Paper,"Virtual Research Environments (VREs) bridge the gap between the compute and storage infrastructure becoming available as the ‘cloud’, and the needs of researchers for tools supporting open science and analytics on ever larger datasets. In the AGINFRA PLUS project such a VRE, based on the D4Science platform, was examined to improve and test its capabilities for running large numbers of crop simulations at field level, based on the WOFOST-WISS model and Dutch input datasets from the AgroDataCube. Using the gCube DataMiner component of the VRE, and based on the Web Processing Service standard, a system has been implemented that can run such workloads successfully on an available cluster, and with good performance, providing summarized results to agronomists for further analysis. The methods used and the resulting implementation are briefly described in this paper. Overall the approach seems viable and opening the door to many follow-up implementation opportunities and further research. Some of them are indicated in more detail in the conclusions. © 2020, IFIP International Federation for Information Processing.","Crop simulation model, distributed computing, e-infrastructures, virtual research environments, WOFOST",0,0,1,1
10.1007/978-3-319-03437-9_28,Semantically Enhanced Interactions between Heterogeneous Data Life-Cycles: Analyzing Educational Lexica in a Virtual Research Environment,Communications in Computer and Information Science,2013,Conference Paper,"This paper highlights how Semantic Web technologies facilitate new socio-technical interactions between researchers and libraries focussing research data in a Virtual Research Environment. Concerning data practices in the fields of social sciences and humanities, the worlds of researchers and librarians have so far been separate. The increased digitization of research data and the ubiquitous use of Web technologies change this situation and offer new capacities for interaction. This is realized as a semantically enhanced Virtual Research Environment, which offers the possibility to align the previously disparate data life-cycles in research and in libraries covering a variety of inter-activities from importing research data via enriching research data and cleansing to exporting and sharing to allow for reuse. Currently, collaborative qualitative and quantitative analyses of a large digital corpus of educational lexica are carried out using this semantic and wiki-based research environment. © Springer International Publishing Switzerland 2013.","digital libraries, research infrastructures, Semantic Web technologies, virtual research environments",0,0,1,1
10.1007/978-3-319-10894-0_20,Kepler-based workflow environment for astronomy,Lecture Notes in Computer Science ,2014,Article,"With the recent advent of new-generation observational instruments, astronomy enters the ‘data flood’ era. The growing scale and complication of astronomical activities forces scientists to look for new technologies and tools. A workflow environment seems to be a good solution for many new requirements, but before scientists can use it commonly, it has to be suitably adapted and simplified.We have created a universal environment based on the Kepler workflow system that empowers scientists with such capabilities. It offers three access levels depending on the needs and skills of the user: 1) Kepler desktop application extended by our library of domain specific modules and workflows, 2) web application used to share workflows, 3) cloud service with on-demand Virtual Research Environment consisting of a set of tools and applications useful for astronomers. Our environment includes also interoperability mechanisms with the Virtual Observatory and other domain-specific tools and services. © Springer International Publishing Switzerland 2014.","Astronomy, clouds, data analysis, grid, workflows",0,0,1,1
10.1007/978-3-319-39687-3_16,Towards a sustainable solution for collaborative healthcare research,"Smart Innovation, Systems and Technologies",2016,Conference Paper,"This paper describes a novel web-based environment that empowers healthcare research communities to efficiently and effectively collaborate thanks to reliable and user-friendly access to integrated and interoperable resources of different types. The proposed solution enables heterogeneous data and knowledge sources, as well as healthcare-related processing methodologies and tools, to be wrapped through appropriate web services. The paper sketches the motivation behind the proposed solution, discusses its architecture and types of services to be integrated, and comments on the foreseen advancements in healthcare research from a technological, a collaborative and an organizational perspective. © Springer International Publishing Switzerland 2016.","collaboration, Decision making, Healthcare, Knowledge management, virtual research environments",0,0,1,1
10.1007/978-3-319-42547-4_9,Interoperability in the OpenDreamKit project: The math-in-the-middle approach,Lecture Notes in Computer Science ,2016,Conference Paper,"OpenDreamKit - ""Open Digital Research Environment Toolkit for the Advancement of Mathematics"" - is an H2020 EU Research Infrastructure project that aims at supporting, over the period 2015- 2019, the ecosystem of open-source mathematical software systems. OpenDreamKit will deliver a flexible toolkit enabling research groups to set up Virtual Research Environments, customised to meet the varied needs of research projects in pure mathematics and applications. An important step in the OpenDreamKit endeavor is to foster the interoperability between a variety of systems, ranging from computer algebra systems over mathematical databases to front-ends. This is the mission of the integration work package. We report on experiments and future plans with the Math-in-the-Middle approach. This architecture consists of a central mathematical ontology that documents the domain and fixes a joint vocabulary, or even a language, going beyond existing systems such as OpenMath, combined with specifications of the functionalities of the various systems. Interaction between systems can then be enriched by pivoting around this architecture. © Springer International Publishing Switzerland 2016.","Mathematical Knowledge, Elliptic Curf, Mathematical Concept, Computer Algebra System, Core Ontology",0,0,1,1
10.1007/978-3-319-47647-6_10,"Show me the data!: Structuring archaeological data to deliver interactive, transparent 3D reconstructions in a 3D WebGIS",Lecture Notes in Computer Science ,2016,Conference Paper,"Creating 3D reconstructions is a common approach today in archaeology and cultural heritage. The problem is that 3D models in online virtual research environments may tempt users to believe them as historical truth. What must be done to enable the public to view a 3D reconstruction as a hypothesis and have access to the supporting data? This paper explains – via use-case examples from the ancient Maya city of Copan, Honduras – a procedure for structuring heterogeneous data to enable interactive, web-based access to 3D reconstructions of cultural heritage. A prototype 3D WebGIS system was built that can store, manage, and visualize 3D models and integrates these with georeferenced archaeological data. An ontology was created, a segmentation pipeline was developed, and databases and services were designed to structure and integrate the data in the 3D WebGIS. Results include two interactive 3D reconstructions: a city model and a temple model – these demonstrate how proper data structuring can deliver transparent models for archaeological argumentation. © Springer International Publishing AG 2016.","3D digital reconstructions, 3D WebGIS, Copan, Maya archaeology, Maya architecture, metadata, Ontologies, Paradata, Research data management, Semantic data structuring, virtual research environments",0,0,1,1
10.1007/978-3-319-47647-6_3,Digital reconstruction in historical research and its implications for virtual research environments,Lecture Notes in Computer Science ,2016,Conference Paper,"This articles deals with (digital) reconstruction in historical research and reflects on the use of digital methods within the research cycle. For historians, reconstructions of varying degree, detail and focus are an invaluable research tool. We argue that different stages of reconstruction result in different reconstructed objects, outlining the implications in terms of publication, citation practices and the research cycle. The paper contends that these aspects need to be reflected in virtual research environments. The process of reconstruction needs to become transparent revealing the parameters of the different stages that resulted in the reconstructed product. © Springer International Publishing AG 2016.","digital humanities, Digital methods, Digital reconstruction, Historical research, Publications, Research life cycle, virtual research environments",0,0,1,1
10.1007/978-3-319-47647-6_8,3D models on triple paths - New pathways for documenting and visualizing virtual reconstructions,Lecture Notes in Computer Science ,2016,Conference Paper,"This paper presents the project “Virtual Reconstructions in Transnational Research Environments - the Portal: Palaces and Parks in Former East Prussia” in the light of the Semantic Web and Open Source technologies. The project examines the methodology of the computerbased 3D computer reconstruction of Cultural Heritage (CH) and the still unresolved questions of certification, classification, annotation, storage and visualization of 3D data sets. This multinational and interdisciplinary project is concerned with designing a Virtual Research Environment, based on interactive 3Dobjects being part of a semantic data model. Our approach effects the entire process of digital 3D reconstruction and requires the development of a data model, Cultural Heritage Markup Language (CHML) as groundwork for an application ontology for this kind of project. The preliminary results shed new light on areas such as effective data acquisition, documentation, semantic 3D modeling, data management, and 3D visualization. They may be useful for the creation of virtual museums and other forms of interactive presentation of CH that employ open source visualization platforms (e.g., WebGL technology). © Springer International Publishing AG 2016.","Application ontology, Digital 3D reconstruction, Documentation and visualization standards, Semantic modelling, virtual research environments",0,0,1,1
10.1007/978-3-319-48496-9_24,Virtual reconstruction 3.0: New approach of web-based visualisation and documentation of lost cultural heritage,Lecture Notes in Computer Science ,2016,Conference Paper,"The paper presents the project entitled “Virtual Reconstructions in Transnational Research Environments the Portal: ‘Palaces and Parks in former East Prussia”’ in the light of the SemanticWeb and Open Source technologies. The researches are focused on certification, classification, annotation, storage and visualisation of 3D data sets, proposing methodology of the computer-based 3D computer reconstruction of Cultural Heritage, which are still lacking. The multinational and interdisciplinary project with interactive 3D models being part of a semantic data model, is concerned with designing a Virtual Research Environment. Our approach affects the entire process of digital 3D reconstruction with the development of an XML schema called Cultural Heritage Markup Language as a groundwork for an application ontology. The results bring new insights into areas such as effective data acquisition, documentation, semantic 3D modelling and visualisation and data management. They may be useful for the creation of Virtual Environments and other forms of Cultural Heritage’s interactive presentation that employ open source visualisations standards (e.g. WebGL technology). An aspect that needs to be improved concerns coding and uploading large 3D data sets using alternative formats, with an emphasis on art and architectural models. We have developed a technique for coding, long-term storing and decoding 3D geometrical data in 2D PNG files, which are characterised by small size and lossless compression. © Springer International Publishing AG 2016.","Cultural heritage, virtual research environments, Markup language, semantic web, Ontology (information science), World Wide Web, Semantic data model, web application, business.industry, business, XML schema, computer.programming_language, computers, computer science",0,0,1,1
10.1007/978-3-319-50070-6_1,IVIS4BigData: A reference model for advanced visual interfaces supporting big data analysis in virtual research environments,Advanced Visual Interfaces. Supporting Big Data Applications,2016,Conference Paper,"This paper introduces an approach to develop an up-to-date reference model that can support advanced visual user interfaces for distributed Big Data Analysis in virtual labs to be used in e-Science, industrial research, and Data Science education. The paper introduces and motivates the current situation in this application area as a basis for a corresponding problem statement that is utilized to derive goals and objectives of the approach. Furthermore, the relevant state-of-the-art is revisited and remaining challenges are identified. An exemplar set of use cases, corresponding user stereotypes as well as a conceptual design model to address these challenges are introduced. A corresponding architectural system model is suggested as a conceptual reference architecture to support proof-of-concept implementations as well as to support interoperability in distributed infrastructures. Conclusions and an outlook on future work complete the paper. © Springer International Publishing AG 2016.","Advanced visual user interfaces, distributed big data analysis, Information visualization, User empowerment, virtual research environments",0,0,1,1
10.1007/978-3-319-50070-6_10,IVIS4BigData: Qualitative evaluation of an information visualization reference model supporting big data analysis in virtual research environments,Advanced Visual Interfaces. Supporting Big Data Applications,2016,Conference Paper,"Handling the complexity of relevant data (generated through information deluge and being targeted with Big Data technologies) requires new techniques with regard to data access, visualization, perception, and interaction for innovative and successful strategies. As a response to increased graphics performance in computing technologies and information visualization, Card et al. developed the Information Visualization Reference Model. Due to further developments in Information Systems as well as Data Analysis and Knowledge Management Systems in recent years, this reference model has to be adapted for addressing the recent advancements. Thus, the hybridly refined and extended IVIS4BigData Reference Model was derived from the original model to cover the new conditions of the present situation with advanced visual interfaces providing opportunities for perceiving, managing, and interpreting Big Data analysis results to support insight and emerging knowledge generation. After deriving the IVIS4BigData Model, the necessity to evaluate the appropriateness of this reference model existed. In this context, a full day workshop on Road Mapping Infrastructures for Advanced Visual Interfaces Supporting Big Data Applications in Virtual Research Environments was proposed and conducted at the Advanced Visual Interfaces conference 2016. This focused event for virtual research environment and human computer interaction research experts was utilized to present, discuss, and evaluate the derived IVIS4BigData reference model. In order to validate some of the properties of the derived model in a kind of pre-testing evaluation, all of these experts were asked to take part in a questionnaire before the start of the workshop and the corresponding results are outlined within this paper. © Springer International Publishing AG 2016.","Advanced visual user interfaces, distributed big data analysis, Information visualization, IVIS4BigData, User empowerment, virtual research environments",0,0,1,1
10.1007/978-3-319-50070-6_6,Toward interactive visualization of results from domain-specific text analytics,Advanced Visual Interfaces. Supporting Big Data Applications,2016,Conference Paper,"In big data analytics, visualization and access are central for the creation of knowledge and value from data. Interactive visualizations of analysis of structured data are commonplace. In this paper, information visualization and interaction for text analysis are addressed. The paper motivates this issue from a data usage standpoint, gives a survey of approaches in the area of interactive visualization of text analytics, and presents our proposal of a specific solution design for visual interaction with results from a combination of named entity recognition (NER) and text categorization (TC). This matrix-based model illustrates abstract views on complex relationships between abstract entities and is exemplary for any combination of feature extraction and TC. The aim of our proposal is to support feature extraction and TC researchers in distributed virtual research environments by providing intuitive visual interfaces. © Springer International Publishing AG 2016.","Interactive visualization, text analysis",0,0,1,1
10.1007/978-3-319-50070-6_7,Towards synchronizing data sources and information visualization in virtual research environments,Advanced Visual Interfaces. Supporting Big Data Applications,2016,Conference Paper,"There are many systems that visualize abstract data in the context of Information Visualization (IVIS). However, most systems create unidirectional visualizations that represent a static product of the source data. Possible changes to the content of the visualization-if that is possible at all-are not reflected to the data sources. This paper recommends a theoretical approach to use modern Web technologies and state-of-the-art system architectures to conceptualize a synchronization-enabled Web-based 3D IVIS infrastructure. Within applications built on top of this infrastructure, clients are able to modify data properties within three-dimensional real-time visualizations. In consequence, these content modifications are automatically transmitted to the server-side data sources for persistence. Moreover, relevant content changes on the server side are broadcast to all registered clients to maintain a permanent consistent state between data sources and derived IVIS-products. Particularly, a Mediator-Wrapper architecture is used in order to semantically integrate heterogeneous data sources in Big Data scenarios. Note that this paper presents a theoretical approach and that validation and evaluation are future tasks. © Springer International Publishing AG 2016.","3D information visualization, big data, Mediator-Wrapper architecture, Synchronization-enabled IVIS infrastructure",0,0,1,1
10.1007/978-3-319-50070-6_8,"Visual analytics and mining over big data. Discussing some issues and challenges, and presenting a few experiences",Advanced Visual Interfaces. Supporting Big Data Applications,2016,Conference Paper,"In this short position paper, we present a few concrete experiences of Visual Analytics (VA) over big data; as our experiences have been gained on the application domains of cyber-security and Open Source Intelligence (OSINT), which are very relevant and crucial domains targets of possible Virtual Research Environments (VREs), we also discuss and propose an high-level reference architecture and pipeline for a Big Data service in VREs dealing with such aspects, in which the VA part is crucial in order to provide effectiveness to users. © Springer International Publishing AG 2016.","Position paper, reference architectures, big data, business.industry, business, Cultural analytics, data science, Visual analytics, Service (systems architecture), Open-source intelligence, computer science, Analytics, World Wide Web",0,0,1,1
