doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1109/AICERA.2012.6306691,Virtual laboratory platform for enhancing undergraduate level induction motor course using MATLAB/Simulink,IEEE International Conference on Engineering Education: Innovative Practices and Future Trends,2012,Conference Paper,"With the advent of various simulation software packages and low cost personal computing devices in the market, computer-aided teaching tools have become an important part of present pedagogy. These tools support the classroom teaching by enabling the instructor to illustrate the working of various systems by means of computer generated graphics. This paper presents a very easy and interactive model based on computer simulation in MATLAB/Simulink to simulate the no load test, load test and blocked rotor test on 3-phase slip ring and squirrel cage induction motors. The well known equivalent circuit model along with the torque equation is used to model the motor without considering the effects of magnetic saturation. The simulation environment plots all relevant graphs including circle diagram of the given motor, thus acting as a complete graphical teaching aid for the induction machine course at undergraduate level. This model facilitates learning especially for the students pursuing a distance-learning/correspondence course which does not provide them with the laboratory facilities. © 2012 IEEE.","experimental tests, induction motor, Matlab/Simulink, simulations, slip ring, squirrel cage",0,1,0,1
10.1109/AMC.2012.6197151,Drivetrain of electric car: Development of virtual laboratory for E-learning,"International Workshop on Advanced Motion Control, AMC",2012,Conference Paper,"Virtual laboratories that animate scientific phenomena are becoming an increasingly popular method to teach students. Electrical engineering is considered difficult to understand as it demands a high level of imagination. This difficulty can be dealt with to a large extent by developing visual aids in the form of animations. Animations can help students to grasp the idea quickly and therefore can serve as an effective aid for the learning process. This paper deals with the development of such a teaching aid to tackle a particular problem in Electrical Drives and Power Electronics (ED&PE). The problem is that of the electrical drive train of a hybrid electric vehicle (HEV) that can regenerate power during braking or whenever required (Plug-in HEV, PHEV). This paper attempts to give a step-by-step insight into the various design choices, the operation of the converters and their controls, the learning objectives and finally the development of the graphic multimedia for this drive train © 2012 IEEE.","animation, e-learning, Electrical Drives and Power Electronics (ED&PE), Hybrid Electric Vehicle (HEV), Plug-in HEV (PHEV), virtual laboratory",0,1,0,1
10.1109/APEIE.2018.8545019,Virtual Interactive Laboratory Assignments and Experiments in Physics in the System of Education,International Scientific-Technical Conference on Actual Problems of Electronics Instrument Engineering,2018,Conference Paper,"The article examines the technology used in practice of development of virtual interactive resources in physics. Created electronic resources can be used as a virtual laboratory works, a frontal demonstrations and a interactive experimental tasks in physics. The presented virtual resources simulate the whole spectrum of stationary and non-stationary physical processes and phenomena of micro and macro world. The shown technology for creating virtual learning resources can be successfully used in the system of learning bachelors and masters. It provides development of competency of university students on the use and implementation of innovative educational process in physics. © 2018 IEEE.","modeling in physics, virtual devices, Virtual laboratory assignment",0,1,0,1
10.1109/APPED.2010.12,Research on Network Virtual Electrical and Electronic Laboratory,Asia-Pacific Conference on Power Electronics and Design,2010,Conference Paper,"The Network Virtual Electrical and Electronic Laboratory makes use of the simulation technology and the virtual reality technology to build a virtual experiment environment on the Internet. The virtual lab can meet the students' requirements of making simulation electronic experiments and achieving interaction with teachers and other school fellows, and help the students with their experiment preparation as well as improve their practical abilities. Network Virtual Laboratory is a useful complement to the real laboratory, but can not completely replace the real laboratory. © 2010 IEEE.","Experimental platform, Network virtual experiment, Simulation experiment",0,1,0,1
10.1109/ATEE52255.2021.9425042,Creating a Virtual Copy of a Function Generator in the EVEEE Environment,International Symposium on Advanced Topics in Electrical Engineering,2021,Conference Paper,"With the development of the COVID-19 situation, the application of virtual laboratories became an indispensable part of engineering education. This study presents the design and implementation of a virtual function generator in the Engine for Virtual Electrical Engineering Equipment (EVEEE). The equipment is developed on two levels-functional and graphical. The functionality of the generator is implemented using a SPICE netlist containing several variables that are manipulated via the virtual components-several buttons and one potentiometer. On a graphical level, the generator is implemented using different PNG images, representing the equipment as a whole and its components individually. A virtual lab containing the function generator and a multimeter was created in order to test the developed functionality. The development of this virtual equipment extends the scope of application of the EVEEE environment, by allowing virtual investigation of classical circuit labs such as resonant circuits and filters. © 2021 IEEE.","electrical engineering, Function generator, virtual labs",0,1,0,1
10.1109/BigMM.2017.62,Experiences with Multi-modal Collaborative Virtual Laboratory (MMCVL),IEEE International Conference on Multimedia Big Data,2017,Conference Paper,"Training through Multi-modal Collaborative Virtual Laboratory (MMCVL) aims at developing or improving skills of students without the need of them being physically present. MMCVL addresses the problems faced by the current education system such as lack of resources and safe use of expensive laboratory equipment. It also provides a means for easy collaboration between students and teachers from different universities and schools. Multimedia data in terms of 3D mesh, skeleton, audio and virtual object physics interaction are incorporated in MMCVL to provide a 3D Tele-Immersion environment. The system uses low-cost RGB-D cameras such as Microsoft Kinect V2 to capture and generate 3D model of the person by extracting him/her from the entire captured data and immersing it in different interactive virtual environments. Different lab environments can be virtually created to provide for and replace the real laboratories. Object interactions allow for users to interact with the virtual objects present in the scene similar to real lab setup. Recording module of the toolkit allows future reference for training and testing of the student. The system also facilitates virtual feedback by giving the correct measurements, video demonstrations as well as audio communication with the collaborating teacher. Two different Chemistry experiments were performed to evaluate the user experience and usability aspects of MMCVL. Results obtained from the user study analysis prove the system to be fun and realistic, and at the same time engaging and motivating for learning laboratory experiments. © 2017 IEEE.","3D Tele-Immersion, Interactive learning environments, Mixed/Augmented reality, Virtual training",0,1,0,1
10.1109/CAC.2017.8243489,Design and implementation of online fan wiring experiments based on NCSLab,Chinese Automation Congress,2017,Conference Paper,"Deploying online experiments requires less cost with less maintenance. This paper investigates the design and implementation of online wiring experiments based on the online experimental platform NCSLab (Networked Control System Laboratory). Within the context of the virtual laboratory, the 3D modeling and web-based rendering are explored. Similar to hands-on experiments in physical laboratories, wiring is provided to simulate the wire connection in the real case, and interactions and the design of control algorithms are discussed. The virtual fan speed control system is selected to illustrate the proposed design and implementation method. The result shows that the system can simulate the wiring part of the hands-on experiments with good control performance. © 2017 IEEE.","3D modeling, fan wiring, virtual experiments, web-based rendering",0,1,0,1
10.1109/CarpathianCC.2011.5945892,The virtualization of development boards in the virtual laboratory of microprocessor technology,International Carpathian Control Conference,2011,Conference Paper,"This paper describes the concept and the realization of a virtual laboratory of microprocessor technology that has been created at our faculty. The virtual laboratory is an online platform that provides access to the laboratory workplaces during the evenings or weekends when the laboratory is closed. It allows students to work on the individual projects remotely from their home with nearly the same comfort as they work locally. This paper proposes and evaluates two implementation techniques for the virtualization of the hardware equipments in the laboratory. Moreover, it introduces our own developed tools to support the virtualization and to help to inexperienced embedded system developers (in our case students). © 2011 IEEE.","microprocessor technology, virtual laboratory",0,1,0,1
10.1109/CarpathianCC.2017.7970464,Adaptive access to robotic learning experiences in a remote laboratory setting,International Carpathian Control Conference,2017,Conference Paper,"We describe the architecture of a small remote laboratory made available by means of a web-based adaptive system (Mindlab2). The system supports hands-on e-learning experiences with robotics and automation, performed via internet. It allows the learners to access and solve 'problems', submit their solutions and have them evaluated. The problems are defined by the teacher, also specifying instructional aspects, such as the learner's skills involved in producing a solution. For each individual learner a personal Student Model is maintained, recording learner's knowledge and skills, as shown by the solved problems. The access to the problem is guarded by the system, ensuring that the problems can all be 'seen' by any student, whereas a learner can work on a problem only if its prerequisites are covered, or anyway 'not too far' from her current competences. The available automata are modular structures of various origin (a robotic arm connected to an Arduino platform, and some Lego MindStorm builds, in various configurations). Such hardware is reasonably sophisticated in terms of functions, enjoys a wide provision of sensors and actuators, so allowing for presenting the learners with a good deal of problems, and is sufficiently affordable in terms of cost. Making the learner choose and sequence the problems to undertake, with the only limitation of the problem affordability measured by the student model, allows learners to follow a highly personalizable learning path in a pedagogically controlled setting, which we submit is conducive to better engagement and learning results. © 2017 IEEE.","Adaptivity, e-learning, Robot Control, Teleoperation, virtual laboratory",0,1,0,1
10.1109/CBMS.2012.6266328,The ProGenGrid virtual laboratory for bioinformatics,IEEE International Symposium on Computer-Based Medical Systems,2012,Conference Paper,"A virtual laboratory (VL) is an environment where the applications are available as reusable components and are exploited within (""in silico"") experiments. The purpose of a virtual laboratory is to support collaborative work of all the people who are involved in any stage of the experimental process. Problem Solving Environment (PSE) is an approach and a technology that is used for the definition and composition of complex applications, hiding programming and configuration details to the user that can concentrate instead only on the specific biological problem. PSE allows building virtual laboratories specialized for a specific domain, such as bioinformatics. At the University of Salento, we have developed ProGenGrid (Proteomics and Genomics Grid), a system which aims to provide a virtual laboratory where e-scientists can simulate biological experiments, composing existing analysis and visualization tools, monitoring their execution, storing the intermediate and final output and finally, if needed, saving the model of the experiment for updating or reproducing it at a later time. Different bioinformatics services and workflows have been deployed in the LIBI (International Laboratory of BioInformatics) project, aiming at setting up an advanced bioinformatics and computational biology laboratory, focusing on basic and applied research in modern biology and biotechnologies. In this paper we present recent developments in the ProGenGrid system, with a special focus on the possibility to configure a computational grid by using the workflow editor. This new feature of the system allows to the user to create his/her own personal grid on-the-fly, by adding, removing, or updating its computer configuration. © 2012 IEEE.","bioinformatics, Laboratories, middleware, monitoring, Proteins",0,1,0,1
10.1109/CCA.2016.7587920,Teaching control in mobile robotics with V-REP and a Khepera IV library,IEEE Conference on Control Applications,2016,Conference Paper,"The advances of information and communication technologies have impacted in control education. Virtual laboratories are increasingly been used to enhance the way that students interact with simulations. High degree of visualization and interaction offered by modern computers open the opportunity to teach theory fundamentals with a more natural approach. This work describes the use of the robot simulator V-REP and the Khepera IV library to teach interesting control problems with mobile robots. The Khepera IV library supports the new functionalities of the most recent version of the wheeled robot Khepera, which allows creating advanced 3D simulations in the V-REP environment. The article also explains how instructors can use this development to teach classical control problems in mobile robotics. In particular, the theory and practice of the problems for position control, trajectory tracking, path following and the obstacle avoidance are given in detail. © 2016 IEEE.","Computer-based, control education, teaching environments",0,1,0,1
10.1109/CCA.2016.7587921,Virtual laboratory of a Spider Crane: An implementation based on an interoperability protocol,IEEE Conference on Control Applications,2016,Conference Paper,"The process of building remote or virtual laboratories to be deployed via Internet usually involves communication between different software tools. Very often, there is a separation between the software which interfaces with the model or real system, and the software responsible of providing the student with an interactive and visual representation of the data provided by the engineering system. Abstracting the way these two elements communicate with each other from the particular implementation, the requirements are frequently the same: connection and session control, data transmission control, user interaction handling, etc., which have been encapsulated into an standard interoperability protocol to remotely interoperate any kind of engineering software. This work describes a virtual lab of an Spider Crane system based on that protocol that allows, in this case of use, to interconnect an engineering model created with an engineering software (MATLAB/Simulink), with and interactive graphical interface designed with a specialized software tool (EjsS). © 2016 IEEE.","Computer-based teaching environments, control education, Web-based instruction",0,1,0,1
10.1109/CCDC.2018.8407723,Innovate engineering education by using virtual laboratory platform based industrial robot,Chinese Control and Decision Conference,2018,Conference Paper,"With the popularization of STEM(Science, Technology, Engineering, Mathematics) education in the world, more and more universities are paying attention to combination of science and engineering, especially in the field of robotics and automation because of its multidisciplinary characteristic. With respect to the teaching laboratory of real robot, it is insufficient to meet the requirements of students for the limited resources in the laboratories and their opening times. What's more, there are some unknown potential risks in real robot labs which are not conducive to students' normal use. However, some flexible solutions have been developed to permit an effective teaching in the labs of robotics and automation systems. One of these solutions is the virtual laboratory based Web, which is an effective tool to provide the requirements help for hands-on experiment. The proposed platform of the virtual laboratory in this paper has been used to innovate engineering education. The proposed virtual lab covers required knowledge of the robot kinematics and dynamics utilizing MATLAB as programming language. In addition, all projects of the virtual laboratory platform can be further developed besides some designed experimental projects, which means the users can do research based on the virtual laboratory same as the real laboratory. Furthermore, multi-functions of virtual laboratory platform from different perspectives are illustrated in this paper. The virtual laboratory platform has been applied in the department of automation in Beihang university for practical teaching of undergraduates. The results show two advantages of the virtual lab. One is that students learn about the robot knowledge effectively in the virtual lab, the other one is they can use their new ideas to innovate the project development. The proposed virtual laboratory provides an efficient learning platform for combination of science and engineering to innovate education. © 2018 IEEE.","Innovate engineering education, Robot lab, virtual laboratory",0,1,0,1
10.1109/CCDC.2018.8407867,Development and design of virtual experiment system based on 3dsMax and Virtools technology,Chinese Control and Decision Conference,2018,Conference Paper,"With the progress of science and technology, computer technology and virtual reality technology have made rapid progress. Therefore, virtual experiment technology has been developing rapidly with the help of it. Because of the shortage and safety of the current computer hardware assembly experimental equipment, this thesis aims to study the computer hardware assembly virtual experiment based on 3ds Maxand Virtools technology. In order to achieve real results of experiment we apply a real hardware laboratory scene in a computer simulation and increase the interaction function. The development of this experiment will not only effectively solve the problems of equipment shortage, loss and safety in computer hardware assembly experiment, but also enrich the auxiliary means of education and teaching so that put forward a new attempt for the transformation of traditional laboratories. © 2018 IEEE.","3ds Max technology, Computer hardware, Virtools technology, virtual laboratory",0,1,0,1
10.1109/CCDC49329.2020.9164813,Structural Design of Digital Twin Laboratory Model Based on Instruments Sharing Platform,Chinese Control and Decision Conference,2020,Conference Paper,"Aiming at the proposals of the inability to actively predict the faults of instruments, the inconvenience of daily maintenance and so on, this paper applies the digital twin technology to the instruments sharing laboratory, designs and constructs the Digital Twin Laboratory Model (DTLM) based on the instruments sharing platform, which includes physical laboratory, virtual laboratory, Laboratory Digital Twin Data (LDTD) and Laboratory Service Platform (LSP). It designs the digital twin laboratory operation mechanism, workflow and implementation plan in detail. The proposal can analyze the extracted laboratory digital twin data and predict the possible risks effectively, so as to predict, maintain and improve the real system under the condition of ensuring the normal operation of the laboratory physical platform. Through the analysis, the DTLM can predict the laboratory operation fault with high accuracy, effectively improve the stability of the laboratory operation and reduce the overall maintenance cost of the laboratory. © 2020 IEEE.","Digital Twin Laboratory, Instruments Management, Instruments Sharing platform, Model Design",0,1,0,1
10.1109/CCIS.2012.6664422,Towards a collaboration cloud for astronomical observations,International Conference on Cloud Computing and Intelligence Systems,2012,Conference Paper,"With the rapid spreading of the high-speed network, the application of many advanced technologies in large astronomical telescopes, and the progress in Internet-based scientific collaboration platform, it is possible for astronomers to collaboratively use several large astronomical telescopes located thousand miles apart. In this paper, we propose a collaboration cloud for astronomical observations, Astronomical Virtual Laboratory (AVLAB), which is based on the Duckling software, an open-source scientific collaboration platform. By AVLAB, astronomers can collaboratively operate several astronomical telescopes distributed over different observation stations and get the observation images immediately. AVALB was used for collaboratively observing a fast varying celestial object, S5 0716+714, with the 2.16-m telescope located at Xinglong observation station and the 1.56-m telescope located at Sheshan observation station in China. © 2012 IEEE.","Astronomical observation, AVLAB, clouds, collaboration, Duckling",0,1,0,1
10.1109/CECNet.2012.6201755,Design and realization of the interactive virtual laboratory based on VRML,"International Conference on Consumer Electronics, Communications and Networks",2012,Conference Paper,"On the base of Solidworks and Virtual Reality Modeling Language (VRML) technologies, the virtual laboratory and experiment devices are built up, which simulate the realistic laboratory environment. Moreover, some interactive modes are analyzed and discussed to implement these virtual scenes. Three dimensional cruising, two dimensional navigation functions are achieved. In order to realize the system, the research focuses on designs of three dimensional scene modeling and interactive function. By analyzing VRML principle and its optimization technology, a real-time downloading method based on net management is presented to solve speed problem facing in a large scale virtual scene in a networked environment. The whole system has high trueness shows that the VRML technology is valuable in experimental education. © 2012 IEEE.","interactive, virtual laboratory, virtual reality, VRML",0,1,0,1
10.1109/CISE.2010.5676747,Application Multisim to Virtual Laboratory for Experiment Teaching,International Conference on Computational Intelligence and Software Engineering,2010,Conference Paper,In light of the characteristics of circuit experiment teaching and the problems in the experiment. The electron design automation software Multisim is used to develop a virtual simulation platform to bridge the gap between textbook theory and the real circuits. The application of Multisim in electronics experiment teaching have been discussed with examples. The results indicates that the new methodology is good for experiment teaching. It also gives a good platform to the students for comprehensive and innovative experiment. ©2010 IEEE.,"teaching experiment, Multisimt, Software platform, virtual laboratory",0,1,0,1
10.1109/CISP-BMEI.2017.8302043,An advanced web-based digital image processing virtual lab using LabVIEW,"International Congress on Image and Signal Processing, BioMedical Engineering and Informatics",2017,Conference Paper,"Digital Image Processing (DIP) has found its applications in various domains and has become a highly active research area. Practical implementation and experimentation play an integral role in education as well as in research activities. For the easy and quick implementation of DIP operations, this paper proposes an advanced web-based virtual lab for digital image processing known as DIP VLab. It is a very simple, intuitive, user-friendly and high-performance virtual lab for research and development related experimentation and exploration. The proposed application enables the user to upload an input image, choose and perform any of the available DIP operations and generate the output image accordingly. It provides a large number of basic and advanced image processing operations and supports binary, color and grayscale image types. It also generates the detailed report of the experiments performed and sends it to the user's email which improves the user's overall experience. DIP VLab outperforms other virtual labs in terms of its features, functionalities, user-friendliness, efficiency, effectiveness, robustness and scalability. DIP VLab is publicly available for everyone on the internet (http://vlab.iitr.ac.in). This application is useful for novice as well as researchers as it allows the user to focus on experimentation instead of writing custom scripts. © 2017 IEEE.","digital image processing, E-learning application, information and communications technology, LabVIEW, Research and development application, virtual labs, Web-based remote lab",0,1,0,1
10.1109/CogInfoCom47531.2019.9090003,State Space Model Based Control in Virtual Laboratory,IEEE International Conference on Cognitive Infocommunications,2019,Conference Paper,"Applying virtual laboratories in teaching can improve and complete university lectures. This paper presents four labs that allow engineering students to study and design a pole placement based controller for typical problems: inverted pendulum, Furuta pendulum, crane, ball and beam. The dynamics of the plants, instructions for controller design and test are provided on smartboards of the virtual laboratory. The controller performance can be studied by the model of the real-life application. The mathematical models and controller design are presented as well as the experiences in the virtual laboratory of control engineering. © 2019 IEEE.","linear control, pole placement design, virtual labs",0,1,0,1
